LISTA,participant,idade,cidade,genero,escolaridade,falantenativo,item,frase,resposta,pro_gender,verbtype,verbaspect,interpretation
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,havia pegado a caneta emprestado.,m,C1,imperfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,A havia tomado emprestado,m,C1,imperfective,source
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,deixou cair,m,C1,imperfective,ambiguo
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,Já não precisava mais dela,m,C1,imperfective,source
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,estava cansada daqueles jornais,f,C2,perfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,Sorriu satisfeita e trocou o canal.,f,C2,perfective,goal
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,tinha outra intenção com o arremesso.,f,C2,perfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,não conseguiu segurar.,f,C2,perfective,goal
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,era muito ignorante.,f,C2,perfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,Prontamente o pegou,f,C2,perfective,goal
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,deixou cair no chão,f,C2,perfective,goal
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,não conseguiu pegá-lo no ar,f,C2,perfective,goal
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,quase tinha esquecido como fazer isso,m,C3,imperfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,Chorava enquanto escrevia.,m,C3,imperfective,source
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,já sabia qual seria a resposta.,m,C3,imperfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,esqueceu o endereço do amigo.,m,C3,imperfective,source
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,não sabia que hoje em dia ninguém mais envia cartas.,m,C3,imperfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,Queria falar com ela,m,C3,imperfective,leitura_alternativa
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,queria namora-lo,m,C3,imperfective,source
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,tinha muito a dizer,m,C3,imperfective,source
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,não tinha certeza se a amiga gostaria,f,C1,imperfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,Estava muito nervosa.,f,C1,imperfective,source
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,sabia qual seria a reação.,f,C1,imperfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,amou o presente.,f,C1,imperfective,goal
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,não podia imaginar que ganharia um pokemón.,f,C1,imperfective,goal
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,Agradeceu,f,C1,imperfective,goal
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,gastou muito dinheiro nele,f,C1,imperfective,source
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,Teve carinho ao escolher,f,C1,imperfective,source
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,esperava que tudo estivesse bem,f,C3,perfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,Não sabia outra maneira de se declarar,f,C3,perfective,source
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,não aguentava mais a espera.,f,C3,perfective,ambiguo
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,pediu desculpas pelo atraso das atividades.,f,C3,perfective,source
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,não sabia que ninguém mais envia e-mails.,f,C3,perfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,Precisava de um arquivo importante,f,C3,perfective,source
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,disse que não recebeu,f,C3,perfective,goal
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,Quis saber mais sobre o trabalho,f,C3,perfective,source
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,sabia apenas que era importante,m,C3,perfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,Não se lembrou do nome de quem havia ligado,m,C3,perfective,source
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,não gostou do que leu.,m,C3,perfective,goal
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,estava bastante preocupado.,m,C3,perfective,ambiguo
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,adora repassar mensagens de correntes de internet.,m,C3,perfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,Recebeu,m,C3,perfective,goal
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,entendeu,m,C3,perfective,goal
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,Precisava dessa informação,m,C3,perfective,goal
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,tinha esquecido que o amigo era vegetariano,m,C1,perfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,Cozinhara especialmente para Caio.,m,C1,perfective,source
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,adorava servir o seu companheiro.,m,C1,perfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,amou a sobremesa.,m,C1,perfective,goal
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,adorava servir tortas.,m,C1,perfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,Adorou o sabor,m,C1,perfective,goal
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,comeu de bomgrado,m,C1,perfective,goal
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,Adorou,m,C1,perfective,goal
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,não percebeu que a professora estava olhando,f,C1,imperfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,Sorria tímida,f,C1,imperfective,ambiguo
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,não sabia a quem pertencia.,f,C1,imperfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,havia faltado algumas aulas.,f,C1,imperfective,goal
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,não sabia do que se tratava.,f,C1,imperfective,goal
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,Precisava copiar a matéria atrasada,f,C1,imperfective,goal
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,queria anotar o dever de casa,f,C1,imperfective,goal
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,Precisava das atividades,f,C1,imperfective,goal
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,a pegou para jogar fora,m,C2,perfective,goal
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,Chutou a lata de volta,m,C2,perfective,goal
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,não gostava de latas.,m,C2,perfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,não conseguiu pegar.,m,C2,perfective,goal
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,é um grande chutador de latas.,m,C2,perfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,Começou a fazer embaixadinhas,m,C2,perfective,goal
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,pixou o muro,m,C2,perfective,goal
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,Começou a jogar futebol,m,C2,perfective,goal
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,precisava de mais um para dormir bem,f,C2,perfective,goal
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,"Não queria o travesseiro, queria Ana.",f,C2,perfective,goal
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,jogou errado.,f,C2,perfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,escondeu o travesseiro da irmã.,f,C2,perfective,goal
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,é boa em jogar travesseiros.,f,C2,perfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,O pegou,f,C2,perfective,goal
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,pegou ejogou de volta,f,C2,perfective,goal
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,Ficou feliz,f,C2,perfective,goal
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,não era muito bom nisso,m,C2,imperfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,Não queria jogar peteca,m,C2,imperfective,goal
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,lançava como ninguém.,m,C2,imperfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,lançou errado.,m,C2,imperfective,source
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,curte um tapa na peteca.,m,C2,imperfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,A pegou,m,C2,imperfective,goal
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,escorregou e caiu,m,C2,imperfective,source
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,Gosta de jogar,m,C2,imperfective,source
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,tinha esperanças de que desse certo,f,C3,perfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,Não queria que terminasse assim.,f,C3,perfective,ambiguo
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,não sabia o conteúdo.,f,C3,perfective,ambiguo
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,recebeu prontamente.,f,C3,perfective,goal
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,encaminha ofícios como qualquer burocrata.,f,C3,perfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,O recebeu,f,C3,perfective,goal
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,precisava dele urgentemente,f,C3,perfective,goal
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela..,Não aguentava mais fazer tudo sozinha,f,C3,perfective,leitura_alternativa
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,errou e o chapéu foi parar longe,f,C2,imperfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,Tentou pegar direto com sua cabeça,f,C2,imperfective,goal
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,jogava alegremente.,f,C2,imperfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,conseguiu pegar o chapéu.,f,C2,imperfective,goal
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,atira balas e chapéus.,f,C2,imperfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,Não conseguiu acertar,f,C2,imperfective,source
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,não percebeu o vento e não conseguiu pegar,f,C2,imperfective,goal
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,Perdeu a paciencia,f,C2,imperfective,source
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,ficou muito feliz com o presente,m,C1,perfective,goal
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,Ja esperava há semanas.,m,C1,perfective,goal
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,vestira escondido.,m,C1,perfective,goal
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,havia rasgado a que estava vestindo.,m,C1,perfective,goal
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,traz camisas do paraguai.,m,C1,perfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,A vestiu,m,C1,perfective,goal
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,vestiu edisse que não serviu,m,C1,perfective,goal
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,A vestiu,m,C1,perfective,goal
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,quase se esqueceu disso,f,C3,imperfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,Devia dois aluguéis passados.,f,C3,imperfective,source
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,tinha o dever de transferir.,f,C3,imperfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,pagou tudo o que devia.,f,C3,imperfective,source
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,tinha saldo mas não tinha vontade.,f,C3,imperfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,Precisava pagar umas contas,f,C3,imperfective,disagreement
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,estava pagando a última parcela,f,C3,imperfective,source
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,Precisava pagar umas contas,f,C3,imperfective,disagreement
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,não colocou açúcar,f,C1,perfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,Agradeceu com um sorriso,f,C1,perfective,goal
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,levava mais que um café.,f,C1,perfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,adorou a surpresa da amiga.,f,C1,perfective,goal
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,leva cafés para pessoas que ama.,f,C1,perfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,O tomou,f,C1,perfective,goal
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,adorou a surpresa,f,C1,perfective,goal
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,Detesta café e por isso demitiu Juliana,f,C1,perfective,goal
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,não teve nenhum domínio,m,C2,imperfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,Piscou e distraiu o colega.,m,C2,imperfective,ambiguo
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,disputava pouco aquela bola.,m,C2,imperfective,ambiguo
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,não conseguiu chutar de volta.,m,C2,imperfective,goal
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,pensou se a bola rola porque é redonda ou é redonda porque rola.,m,C2,imperfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,Estava se aquecendo,m,C2,imperfective,ambiguo
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,passou pelalateral para receber de volta,m,C2,imperfective,source
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,Gosta de jogar com seu amigo,m,C2,imperfective,source
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,estava com a postagem atrasada,m,C3,imperfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,Se perguntava que pacote estranho era Aquele,m,C3,imperfective,source
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,despachava outras coisas também.,m,C3,imperfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,não conseguiu despachar a tempo.,m,C3,imperfective,source
1.2,VPM,30,Brasília,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,só não foi junto pq não cabia no pacote.,m,C3,imperfective,source
1.2,CFTV,20,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,Queria que chegasse rápido,m,C3,imperfective,ambiguo
1.2,G R A S,24,BH,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,precisava da encomenda na mesma noite,m,C3,imperfective,goal
1.2,MSMS,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,Vendia coisas pela internet,m,C3,imperfective,source
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,nem percebeu e a deixou cair.,m,C2,imperfective,goal
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,deixou cair.,m,C2,imperfective,goal
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,deixou cair.,m,C2,imperfective,goal
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,olhou para cima,m,C2,imperfective,ambiguo
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,deixou cair a peteca.,m,C2,imperfective,goal
1.3,N.P.S.,20,Jundiaí,Não Binário,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,Ele jogou com muito força e machucou Paulo,m,C2,imperfective,source
1.3,T,20,Campinas,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,nunca pensou que Paulo fosse pega-la,m,C2,imperfective,source
1.3,LP,30,Indaiatuba,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,Não conseguia pegar,m,C2,imperfective,goal
1.3,ML,26,Limeira,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,cumpre o que promete.,f,C3,imperfective,source
1.3,MGG,23,Amparo,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,perguntou o número da conta.,f,C3,imperfective,source
1.3,DCL,28,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,devia um café.,f,C3,imperfective,source
1.3,ngd,22,Campinas,Não Binário,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,teve problemas com o caixa eletrônico,f,C3,imperfective,source
1.3,MGMF,22,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,precisava quitar essa dívida antiga.,f,C3,imperfective,source
