LISTA,participant,idade,cidade,genero,escolaridade,falantenativo,item,frase,resposta,pro_gender,verbtype,verbaspect,interpretation
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,queria checar o conteúdo da aula que havia perdido.,f,C1,perfective,goal
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,começou a copiar as notas da amiga.,f,C1,perfective,goal
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,Copiou toda a matéria.,f,C1,perfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,já tinha copiado o que queria.,f,C1,perfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,Copia a matéria toda,f,C1,perfective,ambiguo
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,tinha um recado a escrever.,f,C1,perfective,goal
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,Estava precisando fazer anotações.,f,C1,perfective,goal
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,estava ansioso parar come-la.,m,C1,imperfective,goal
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,era um bom anfitrião,m,C1,imperfective,source
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,cozinha muito bem.,m,C1,imperfective,source
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,Adorou.,m,C1,imperfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,escolheu o pedaço com mais morangos para o amigo.,m,C1,imperfective,ambiguo
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,Cortou um pedaço muito grande,m,C1,imperfective,source
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,adorava aquele sabor.,m,C1,imperfective,goal
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,Amava doces.,m,C1,imperfective,goal
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,errou e jogou-a dentro de uma boca de lobo.,m,C2,imperfective,source
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,queria jogar.,m,C2,imperfective,source
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,deu um pontapé nela.,m,C2,imperfective,source
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,Machucou o dedo.,m,C2,imperfective,source
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,parecia querer acertar o colega em cheio.,m,C2,imperfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,Queria jogar bola,m,C2,imperfective,source
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,estava entediado.,m,C2,imperfective,source
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro estava chutando a lata para André. Ele...,Era muito bom nisso.,m,C2,imperfective,source
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,"atingiu o abajur, o que encerrou a brincadeira.",f,C2,imperfective,source
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,não precisava de tantos.,f,C2,imperfective,source
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,o pegava com destreza.,f,C2,imperfective,goal
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,Não segurou.,f,C2,imperfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,ainda tinha de procurar a fronha.,f,C2,imperfective,ambiguo
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,Precisava arrumar a cama para dormir,f,C2,imperfective,goal
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,estava se divertindo.,f,C2,imperfective,source
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana estava jogando o travesseiro para Flávia. Ela...,Não precisava de dois para dormir.,f,C2,imperfective,source
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,dominou e partiu na direção do gol.,m,C2,perfective,goal
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,chutou para Tiago.,m,C2,perfective,goal
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,logo a recebeu e marcou um golaço.,m,C2,perfective,goal
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,Chutou para o gol.,m,C2,perfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,achou que o colega de time tinha mais chances de marcar o gol.,m,C2,perfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,Queria jogar futebol,m,C2,perfective,source
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,"adorava esse jogo.",m,C2,perfective,source
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,Queria jogar futebol.,m,C2,perfective,source
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,precisava falar com o amigo.,m,C3,perfective,source
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,queria pedir desculpas.,m,C3,perfective,source
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,a recebeu com carinho.,m,C3,perfective,goal
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,Respondeu.,m,C3,perfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,havia pingado algumas gotas de seu perfume predileto no envelope.,m,C3,perfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,Precisava de ajuda,m,C3,perfective,ambiguo
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,"queria conversar.",m,C3,perfective,source
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,Precisava confessar certas coisas.,m,C3,perfective,source
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,precisava da resposta o mais rápido possível.,f,C3,imperfective,source
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,já estava cobrando o documento.,f,C3,imperfective,goal
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,era uma secretária e essa era uma de suas tarefas.,f,C3,imperfective,source
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,Recebeu.,f,C3,imperfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,"pediu urgência à assistente, pois o documento era muito importante.",f,C3,imperfective,ambiguo
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,Havia terminado,f,C3,imperfective,source
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,tinha mais coisas a fazer.,f,C3,imperfective,source
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,Não conseguia mais ser produtiva.,f,C3,imperfective,leitura_alternativa
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,esperava que ela chegasse intacta.,m,C3,perfective,ambiguo
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,estava ansioso para receber o presente do amigo.,m,C3,perfective,goal
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,o fez rapidamente.,m,C3,perfective,source
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,Recebeu.,m,C3,perfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,esperava que o pacote chegasse antes do fim de semana a seu destino.,m,C3,perfective,ambiguo
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,Trabalhava nos correios,m,C3,perfective,source
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,havia pedido fazia tempo.,m,C3,perfective,goal
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,precisava recebê-la com urgência,m,C3,perfective,goal
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,queria lhe fazer uma surpresa.,f,C1,perfective,source
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,"não gostou, mas fingiu que tinha adorado para não chatear a amiga.",f,C1,perfective,goal
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,gostava muito da amiga.,f,C1,perfective,source
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,Adorou.,f,C1,perfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,torceu para que a amiga não tivesse aquele livro.,f,C1,perfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,Finalmente se lembrou,f,C1,perfective,source
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,adorou.,f,C1,perfective,goal
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,"Agradeceu, feliz.",f,C1,perfective,goal
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,"errou a atingiu a janela, quebrando o vidro.",f,C2,imperfective,source
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,estava com preguiça de levantar e entregá-lo em mãos.,f,C2,imperfective,source
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,errou a mira.,f,C2,imperfective,source
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,Não o agarrou.,f,C2,imperfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,"não nunca teve boa mira, então desistiu de tentar acertar a irmã.",f,C2,imperfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,Não lembrava quais eram os canais,f,C2,imperfective,source
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,acertou a cabeça da amiga.,f,C2,imperfective,source
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,Estava com preguiça de levantar.,f,C2,imperfective,source
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,preencheu o cheque e a devolveu.,m,C1,perfective,goal
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,precisava assinar a lista de chamada.,m,C1,perfective,goal
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,ajudou o amigo antes da prova do ENEM.,m,C1,perfective,source
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,Guardou na bolsa.,m,C1,perfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,jamais imaginara que o objeto pudesse ser tão importante para o amigo.,m,C1,perfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,Estava cansado de escrever,m,C1,perfective,source
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,precisava assinar a lista.,m,C1,perfective,goal
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,Não ligava de emprestar seus materiais.,m,C1,perfective,source
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,tropeçou e deixou-o cair sobre o tapete.,f,C1,imperfective,source
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,estava doente.,f,C1,imperfective,goal
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,infelizmente tropeçou e derrubou tudo no chão.,f,C1,imperfective,source
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,Derrubou no chão.,f,C1,imperfective,source
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,"havia preparado torradas, além disso.",f,C1,imperfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,Comprou dois sem querer,f,C1,imperfective,source
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,estava doente.,f,C1,imperfective,goal
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,Estava muito cansada.,f,C1,imperfective,ambiguo
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,finalmente estava pagando sua dívida.,f,C3,perfective,source
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,estava devendo 50 reais.,f,C3,perfective,source
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,estava devendo horrores à amiga.,f,C3,perfective,source
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,Agradeceu.,f,C3,perfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,"tinha decidido acrescentar 10% ao valor, pelo incômodo que causara.",f,C3,perfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,Finalmente recebeu o pagamento,f,C3,perfective,goal
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,estava endividada.,f,C3,perfective,ambiguo
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,Estava lhe devendo oitenta reais.,f,C3,perfective,source
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,não tinha muita certeza sobre o que ela significava.,m,C3,imperfective,source
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,estava sem celular.,m,C3,imperfective,goal
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,gostava de brincar de telefone sem fio.,m,C3,imperfective,source
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,Recebeu.,m,C3,imperfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,"esperou até que aparecesse o sinal de ""visualizada"", para então desligar o celular de vez.",m,C3,imperfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,Ouviu que o professor não daria aula,m,C3,imperfective,source
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,precisava contar uma coisa.,m,C3,imperfective,source
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,Precisava ajudar o amigo.,m,C3,imperfective,source
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,"esperava ter uma resposta o quanto antes, mas sabia que poderia demorar.",f,C3,imperfective,source
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,precisava de alguns documentos.,f,C3,imperfective,ambiguo
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,cumpriu o combinado.,f,C3,imperfective,source
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,Recebeu.,f,C3,imperfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,"hesitou por um instante antes de clicar em ""enviar"".",f,C3,imperfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,Precisava imprimir um trabalho,f,C3,imperfective,source
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,precisava de ajuda.,f,C3,imperfective,source
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,Precisava de uma resposta rápida.,f,C3,imperfective,source
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,não gostava muito de jogar peteca.,m,C2,perfective,ambiguo
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,não conseguiu pegá-la.,m,C2,perfective,goal
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,a pegou com destreza.,m,C2,perfective,goal
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,Não conseguiu pegar.,m,C2,perfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,esperava que o irmão fosse capaz de jogá-la de volta.,m,C2,perfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,Jogava muito bem,m,C2,perfective,source
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,a pegou rapidamente.,m,C2,perfective,goal
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,Lançou-a sem querer em sua cabeça.,m,C2,perfective,source
2.3,FFB,29,Anápolis - GO,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,o pegou no ar e colocou na cabeça.,f,C2,perfective,goal
2.3,LA1,21,Campinas - SP,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,pegou assustada.,f,C2,perfective,goal
2.3,BS,27,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,o pegou pela aba.,f,C2,perfective,goal
2.3,L F S N,26,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,Agarrou.,f,C2,perfective,goal
2.3,M,30,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,odiava aquela cor e pediu que a amiga levasse o objeto para bem longe dali.,f,C2,perfective,source
2.3,ILPP,19,Rio de Janeiro,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,Estava com calor,f,C2,perfective,goal
2.3,LA,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,conseguiu pegar.,f,C2,perfective,goal
2.3,Ca,19,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,Ficava linda nele.,f,C2,perfective,goal
